farm_id,region,date,location_lat,location_lon,crop_name,previous_crop,sowing_date,harvest_date,yield_ton_per_acre,area_acre,season,month,rainfall_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_mps,forecast_rainfall_mm_7d,forecast_temp_max_c_7d,forecast_temp_min_c_7d,rolling_rain_7d,rolling_rain_30d,heat_stress_days_30d,growing_degree_days,rainfall_anomaly,spi_index,nitrogen,phosphorus,potassium,soil_ph,organic_carbon,npk_ratio,soil_fertility_score,monocrop_count,drought_risk_label,flood_risk_label
90,Maharashtra,2021-11-10,19.1623,75.4702,wheat,cotton,2021-11-10,2022-05-04,4.19,5.77,rabi,11,120.83,28.65,19.78,72.97,4.53,94.42,28.8,19.84,108.38,398.13,0,926.74,-0.41,-0.87,317.52,61.88,195.71,7.13,0.948,1.917,1.0,5,0,0
91,Madhya Pradesh,2022-02-01,24.145,78.817,rice,soybean,2022-02-01,2022-07-29,4.55,4.65,kharif,2,100.87,25.62,16.91,54.63,3.87,89.64,25.24,15.67,113.4,285.13,1,1135.36,0.87,0.79,202.36,88.56,198.31,7.69,0.721,1.631,1.0,2,0,0
92,Kerala,2022-07-20,10.5482,76.5486,rice,wheat,2022-07-20,2022-12-21,5.07,3.51,rabi,7,147.32,16.84,7.9,93.88,1.29,161.37,17.81,7.48,111.08,267.25,0,1187.86,-0.9,1.04,280.59,157.43,209.63,5.68,1.003,2.159,1.0,2,0,0
93,Uttar Pradesh,2021-06-10,26.4735,80.6601,maize,sorghum,2021-06-10,2021-09-15,4.47,1.67,rabi,6,28.48,27.92,21.66,70.13,1.88,19.87,28.14,23.77,13.54,56.42,2,883.23,1.16,0.91,181.58,97.2,111.02,6.1,0.381,1.299,1.0,2,0,0
94,Madhya Pradesh,2021-11-17,23.5178,78.0873,cotton,sorghum,2021-11-17,2022-04-17,4.45,5.61,rabi,11,102.57,31.18,22.87,71.04,3.62,80.15,31.19,21.31,69.04,371.05,1,1051.55,-0.55,0.19,296.9,151.74,228.81,6.06,0.353,2.258,1.0,3,0,0
95,West Bengal,2022-03-28,23.0615,88.5873,mustard,mustard,2022-03-28,2022-07-01,1.97,2.51,kharif,3,189.87,25.14,15.14,87.98,1.91,188.27,25.51,12.9,145.2,322.38,0,1160.31,-0.32,-0.21,243.89,198.68,88.54,6.92,1.212,1.77,1.0,1,0,0
96,Assam,2022-12-02,26.2252,91.3814,soybean,maize,2022-12-02,2023-04-01,2.68,4.42,rabi,12,3.47,29.88,23.47,99.0,2.0,2.96,30.75,24.75,4.1,13.56,0,1240.48,-1.71,-1.14,207.39,138.4,106.26,7.45,1.262,1.507,1.0,0,0,0
97,Maharashtra,2021-07-14,18.4291,75.7433,wheat,wheat,2021-07-14,2021-11-01,4.24,4.33,kharif,7,254.74,27.2,15.25,91.01,4.67,179.41,28.96,15.47,215.01,1001.11,5,316.43,0.06,1.2,170.87,145.1,133.88,7.66,1.013,1.499,1.0,0,0,1
98,Bihar,2022-02-18,25.1525,85.3397,mustard,sorghum,2022-02-18,2022-06-29,2.05,4.11,rabi,2,53.5,25.73,14.29,70.29,1.72,63.76,27.56,14.11,42.34,90.26,2,915.75,0.51,1.58,328.66,123.05,210.84,7.91,0.64,2.208,1.0,3,0,0
99,Rajasthan,2021-03-13,27.1195,74.7728,wheat,cotton,2021-03-13,2021-06-17,3.11,2.5,rabi,3,65.04,31.88,22.37,53.26,4.0,48.8,34.32,21.8,26.17,216.59,4,1407.85,-1.76,-0.37,166.23,165.62,80.58,6.65,0.864,1.375,1.0,1,0,0
100,Gujarat,2021-12-27,22.2147,71.6026,sorghum,mustard,2021-12-27,2022-06-19,3.63,5.36,kharif,12,128.98,31.08,23.06,54.62,4.01,132.48,31.76,23.33,131.63,352.48,4,1265.65,-0.42,-0.09,132.08,81.55,136.96,6.02,0.665,1.169,1.0,2,0,0
101,Punjab,2022-02-01,30.7254,74.9845,rice,soybean,2022-02-01,2022-06-22,3.88,5.33,rabi,2,48.61,32.74,23.42,63.34,2.96,30.05,32.37,23.22,23.02,120.53,4,1668.96,-0.38,0.3,226.95,66.8,187.1,5.97,1.115,1.603,1.0,0,0,0
102,Odisha,2021-09-28,21.3312,84.8275,rice,wheat,2021-09-28,2022-03-14,3.71,5.25,kharif,9,281.94,23.35,15.98,86.48,3.97,351.47,21.93,15.76,323.31,765.58,0,1054.73,0.36,-0.23,299.03,194.66,172.97,5.76,1.274,2.222,1.0,1,0,1
103,Uttar Pradesh,2021-10-05,26.8432,81.0142,cotton,rice,2021-10-05,2022-01-21,2.48,2.83,zaid,10,0.0,23.64,16.98,69.63,2.19,0.0,23.68,16.91,0.0,0.0,0,843.35,-0.31,-0.07,204.66,168.64,170.53,5.76,0.961,1.813,1.0,2,0,0
104,Odisha,2022-03-07,20.5706,84.9629,cotton,maize,2022-03-07,2022-06-10,3.15,4.72,rabi,3,6.71,21.14,16.15,87.39,1.75,4.35,20.85,15.83,6.58,21.75,0,1227.66,0.91,-1.45,226.2,67.9,198.32,7.79,0.697,1.641,1.0,1,1,0
105,Bihar,2022-06-24,25.6905,85.8494,rice,cotton,2022-06-24,2022-10-05,3.39,1.22,rabi,6,138.51,32.63,27.47,68.35,2.19,95.63,34.09,25.58,114.62,343.07,4,1086.53,-0.69,0.3,177.52,144.1,132.77,5.66,0.461,1.515,1.0,5,0,0
106,Maharashtra,2021-12-29,19.4467,74.47,rice,mustard,2021-12-29,2022-06-01,4.52,4.15,rabi,12,88.94,25.36,18.86,64.95,1.86,72.98,26.54,18.36,55.81,350.62,0,981.45,1.17,0.62,186.69,124.8,98.56,7.23,0.797,1.367,1.0,5,0,0
107,Haryana,2022-10-23,29.1757,76.1903,wheat,rice,2022-10-23,2023-02-23,4.37,5.42,kharif,10,121.28,36.06,27.59,52.75,3.21,144.62,36.64,28.37,91.54,373.29,4,1442.84,0.46,-0.71,226.21,92.53,206.19,5.7,0.903,1.75,1.0,1,0,0
108,Kerala,2022-07-16,10.9432,76.9636,soybean,maize,2022-07-16,2022-11-23,3.7,4.79,kharif,7,72.8,28.07,19.46,99.0,3.4,61.12,26.33,20.09,32.92,275.21,0,1020.47,0.18,-0.97,193.39,98.97,153.26,5.53,1.342,1.485,1.0,1,0,0
109,Tamil Nadu,2022-01-12,11.5419,77.7666,rice,sorghum,2022-01-12,2022-05-14,3.58,6.94,rabi,1,130.66,24.02,16.46,69.47,3.22,146.39,25.04,18.03,68.26,366.36,1,1228.94,-0.61,-0.17,190.06,189.97,187.25,6.92,0.972,1.891,1.0,5,0,0
110,Haryana,2021-03-04,29.3706,75.8747,maize,sorghum,2021-03-04,2021-07-30,4.32,3.05,rabi,3,257.72,27.15,21.86,42.86,3.52,226.12,27.27,22.79,168.51,402.5,2,1009.54,-0.23,2.05,287.25,143.85,175.09,7.45,0.58,2.021,1.0,2,0,1
111,Uttar Pradesh,2021-12-14,26.9051,80.6127,maize,wheat,2021-12-14,2022-05-14,5.12,5.12,kharif,12,39.18,33.19,25.11,53.91,5.04,46.58,33.09,24.61,44.44,83.34,3,1190.26,-1.0,1.76,325.58,182.13,233.27,7.84,0.528,2.47,1.0,1,0,0
112,Karnataka,2021-01-13,15.1395,75.3515,cotton,mustard,2021-01-13,2021-05-02,3.8,6.77,rabi,1,93.87,27.1,23.28,65.6,2.48,120.37,27.94,22.87,50.62,156.85,1,1001.86,-0.17,1.76,121.72,182.87,106.51,7.97,1.178,1.37,1.0,0,0,0
113,Haryana,2022-11-04,29.0919,76.5505,maize,rice,2022-11-04,2023-02-21,4.8,6.74,zaid,11,38.96,32.17,21.65,87.78,0.66,42.31,33.58,22.39,37.15,147.52,4,1319.58,-0.56,1.5,142.82,174.06,220.98,6.52,1.184,1.793,1.0,1,0,0
114,Gujarat,2021-06-01,22.2381,71.5779,cotton,cotton,2021-06-01,2021-11-05,2.9,3.76,kharif,6,0.0,28.06,19.16,33.95,3.13,0.0,27.88,16.55,0.0,0.0,0,1455.85,0.64,1.23,257.94,116.39,85.85,7.83,0.819,1.534,1.0,5,0,0
115,Bihar,2022-12-20,24.9676,85.1873,wheat,mustard,2022-12-20,2023-05-23,3.5,3.37,kharif,12,31.71,30.93,23.47,88.04,4.72,27.42,30.17,22.05,13.03,114.62,2,1027.22,1.37,1.09,189.99,179.38,208.15,7.74,0.803,1.925,1.0,3,0,0
116,Tamil Nadu,2022-01-19,11.4798,77.844,wheat,maize,2022-01-19,2022-04-25,4.18,1.8,kharif,1,32.51,29.81,21.37,78.16,4.64,33.06,32.28,22.75,15.73,125.09,3,1323.42,-0.45,0.56,332.81,175.49,154.02,5.79,0.818,2.208,1.0,1,0,0
117,Madhya Pradesh,2021-04-25,24.4727,78.2674,mustard,mustard,2021-04-25,2021-09-18,2.19,6.51,zaid,4,63.18,28.78,20.82,66.68,3.72,66.9,27.15,19.68,31.39,232.27,3,1302.02,0.34,-0.21,243.24,145.1,80.28,6.98,1.351,1.562,1.0,4,0,0
118,Haryana,2022-08-20,28.5025,76.1997,mustard,soybean,2022-08-20,2022-12-02,2.45,4.1,kharif,8,39.86,25.97,19.71,66.71,3.69,30.79,25.63,19.49,34.32,62.67,2,1472.32,-0.7,0.34,325.58,95.26,187.13,6.57,0.717,2.027,1.0,1,0,0
119,Punjab,2021-08-12,30.6797,75.2459,soybean,maize,2021-08-12,2022-01-18,2.89,4.32,rabi,8,70.29,37.84,29.87,59.28,3.56,87.54,38.8,30.97,32.16,258.74,4,1532.25,0.42,0.64,280.25,161.57,172.89,7.97,0.933,2.049,1.0,0,0,0
120,Odisha,2022-12-09,20.3135,85.1832,maize,mustard,2022-12-09,2023-03-26,4.7,1.16,kharif,12,35.46,32.91,25.87,85.75,3.41,22.95,32.6,25.7,18.63,53.78,1,1307.34,-0.12,0.37,161.52,110.91,194.15,6.7,0.707,1.555,1.0,1,0,0
121,Haryana,2021-04-23,28.6239,76.5798,rice,sorghum,2021-04-23,2021-07-29,3.95,6.12,kharif,4,62.76,38.69,31.41,37.14,2.51,71.13,38.26,32.66,52.22,244.74,8,1368.33,0.16,-0.52,173.45,113.92,220.22,7.7,0.479,1.692,1.0,4,0,0
122,Rajasthan,2021-07-16,26.9959,76.3663,wheat,mustard,2021-07-16,2022-01-10,2.38,1.55,kharif,7,57.59,40.77,29.58,36.59,5.41,37.61,39.3,30.22,51.96,142.0,6,1492.86,0.76,1.67,300.29,193.27,90.13,5.68,0.842,1.946,1.0,3,0,0
123,Kerala,2022-10-06,11.1537,76.2963,rice,mustard,2022-10-06,2023-02-25,4.4,2.29,kharif,10,215.04,26.06,17.01,99.0,2.14,228.5,25.51,16.72,197.99,590.97,5,1035.42,0.32,-1.26,165.26,126.16,142.59,6.98,1.037,1.447,1.0,3,1,0
124,Uttar Pradesh,2021-11-28,27.0819,81.2317,wheat,sorghum,2021-11-28,2022-05-15,4.66,3.9,kharif,11,34.81,30.96,23.72,82.31,3.91,33.26,30.8,24.67,26.05,92.68,3,1612.89,-0.23,2.37,312.97,99.67,87.44,6.17,0.538,1.667,1.0,4,0,0
125,Gujarat,2022-10-08,22.4659,70.995,wheat,cotton,2022-10-08,2023-03-31,4.09,5.99,rabi,10,39.01,32.58,22.52,41.0,0.2,30.89,32.44,22.87,43.41,75.31,3,1208.69,-0.02,-1.49,347.37,169.54,145.84,5.83,0.686,2.209,1.0,0,1,0
126,Odisha,2021-06-26,20.7898,84.7323,wheat,maize,2021-06-26,2021-12-14,3.21,3.28,kharif,6,133.52,26.89,20.57,79.96,3.1,100.12,28.43,17.92,151.92,377.39,2,827.96,0.5,1.18,331.59,196.31,216.02,7.43,0.676,2.48,1.0,2,0,0
127,Punjab,2022-01-24,31.2937,75.6107,rice,rice,2022-01-24,2022-07-20,3.55,0.56,kharif,1,20.71,28.09,19.19,49.84,2.86,20.15,28.49,18.08,19.35,35.02,0,1441.28,-0.57,0.28,327.94,150.63,181.63,5.52,1.394,2.201,1.0,2,0,0
128,Tamil Nadu,2022-04-08,10.8858,77.5852,mustard,mustard,2022-04-08,2022-08-30,1.63,3.1,rabi,4,147.33,24.47,16.0,69.23,3.13,129.37,25.83,15.11,95.31,533.56,0,1144.51,1.02,-0.86,124.77,184.91,179.4,7.75,0.781,1.63,1.0,4,0,0
129,Gujarat,2022-01-01,22.6956,71.5612,soybean,mustard,2022-01-01,2022-05-18,2.16,2.89,kharif,1,40.24,34.06,29.22,40.55,5.32,50.85,34.46,29.56,24.02,153.71,4,1561.92,1.97,0.79,262.73,162.25,239.1,7.3,0.708,2.214,1.0,5,0,0
130,Odisha,2022-02-22,20.9678,84.572,rice,mustard,2022-02-22,2022-07-13,4.17,2.77,rabi,2,158.37,37.14,27.8,99.0,3.24,148.07,36.71,27.5,67.84,466.85,9,1235.73,0.26,0.2,288.48,71.15,172.56,6.86,0.926,1.774,1.0,1,0,0
131,Haryana,2022-07-09,29.4126,75.7987,soybean,mustard,2022-07-09,2022-11-06,3.18,2.1,rabi,7,24.0,31.56,23.94,55.63,4.16,17.35,32.8,25.15,25.48,54.82,2,1250.25,0.97,-1.79,330.08,63.85,148.35,7.62,1.12,1.808,1.0,3,1,0
132,Karnataka,2022-10-04,14.7669,76.9332,maize,cotton,2022-10-04,2023-01-11,4.42,5.92,rabi,10,79.28,27.86,16.49,62.53,3.72,82.3,27.88,16.05,94.81,165.68,0,898.63,0.21,1.01,181.39,195.8,202.33,6.34,0.936,1.932,1.0,3,0,0
133,Rajasthan,2022-06-13,27.3666,75.9826,sorghum,wheat,2022-06-13,2022-09-26,2.05,6.76,kharif,6,59.72,29.19,21.96,30.0,2.37,44.69,28.89,21.92,34.61,208.35,2,1293.35,0.46,-0.28,230.76,69.02,151.46,5.57,1.254,1.504,1.0,5,0,0
134,Tamil Nadu,2022-02-19,11.0351,77.0811,maize,cotton,2022-02-19,2022-05-20,4.72,1.44,kharif,2,156.77,24.53,15.85,75.07,1.88,141.26,23.62,15.44,127.9,549.12,0,1012.46,1.88,1.78,268.12,197.33,114.96,7.54,1.031,1.935,1.0,1,0,0
135,Rajasthan,2022-08-26,26.4908,75.2862,maize,mustard,2022-08-26,2023-02-09,6.01,2.75,kharif,8,0.0,37.66,29.44,40.24,3.66,0.0,37.89,30.7,0.0,0.0,5,1332.56,-0.31,-0.15,229.41,139.88,127.66,6.96,0.952,1.656,1.0,3,0,0
136,Punjab,2021-06-07,30.8598,76.0799,wheat,wheat,2021-06-07,2021-09-10,4.03,5.39,rabi,6,59.04,33.69,26.96,44.3,1.39,52.69,31.89,28.69,50.47,216.56,4,1224.63,-0.92,1.01,160.5,157.49,178.44,7.32,1.317,1.655,1.0,0,0,0
137,Gujarat,2021-11-27,22.4128,71.4205,wheat,mustard,2021-11-27,2022-03-21,3.55,6.35,rabi,11,36.75,33.52,25.37,54.77,2.86,24.05,34.47,25.2,39.03,73.54,3,1094.3,0.3,-0.66,287.0,142.04,155.22,6.43,1.244,1.948,1.0,5,0,0
138,Kerala,2022-03-04,10.5694,76.5672,maize,soybean,2022-03-04,2022-06-02,3.94,0.87,kharif,3,113.53,26.91,20.89,90.6,2.23,140.56,27.45,22.86,116.64,438.3,3,993.75,-1.2,-0.01,218.66,60.48,80.1,6.75,0.536,1.197,1.0,3,0,0
139,Punjab,2022-08-04,30.5327,76.5069,wheat,soybean,2022-08-04,2023-01-18,3.73,1.44,kharif,8,84.57,27.73,20.76,82.85,3.7,84.38,28.07,19.32,95.23,302.22,2,854.62,-0.65,0.32,317.23,82.19,108.08,6.73,0.948,1.692,1.0,0,0,0
140,Tamil Nadu,2022-12-31,11.1904,77.8805,cotton,sorghum,2022-12-31,2023-05-18,2.1,6.67,kharif,12,15.3,24.77,17.1,87.28,5.18,15.84,24.06,16.66,18.28,47.55,3,648.11,0.54,-1.05,290.26,106.37,221.67,5.59,0.592,2.061,1.0,5,0,0
141,Rajasthan,2021-08-29,27.1961,76.6325,wheat,mustard,2021-08-29,2021-12-13,3.8,1.29,kharif,8,0.0,32.39,23.51,30.0,3.47,0.0,33.34,23.24,0.0,0.0,4,946.52,0.57,-1.68,111.1,64.58,148.48,7.48,0.46,1.081,1.0,0,1,0
142,Rajasthan,2021-12-01,26.8794,74.9866,mustard,maize,2021-12-01,2022-04-02,1.5,5.38,kharif,12,28.35,36.13,28.31,30.0,2.8,29.66,37.33,25.94,22.59,102.71,8,1091.37,0.07,-0.52,231.48,97.71,199.52,7.43,0.614,1.762,1.0,5,0,0
143,Odisha,2021-09-07,20.3125,84.6809,soybean,cotton,2021-09-07,2022-01-31,3.09,3.41,kharif,9,72.84,30.69,22.38,82.14,2.07,78.78,30.72,20.75,44.9,231.52,4,1069.75,1.32,1.87,215.57,178.11,104.33,6.54,0.598,1.66,1.0,5,0,0
144,Uttar Pradesh,2022-02-14,26.9431,80.7949,wheat,soybean,2022-02-14,2022-08-04,4.47,0.8,rabi,2,85.27,25.04,17.64,67.5,2.75,61.99,25.33,16.86,101.24,336.31,0,1235.19,0.08,0.36,161.57,193.02,202.32,6.32,0.822,1.856,1.0,3,0,0
145,Haryana,2022-01-31,28.7086,75.7812,sorghum,rice,2022-01-31,2022-07-15,2.06,3.64,rabi,1,85.74,30.48,20.49,62.6,3.07,98.14,30.66,21.47,44.91,320.4,3,1845.52,0.94,-0.34,147.64,138.68,142.99,7.92,0.629,1.431,1.0,1,0,0
146,Karnataka,2022-03-08,15.0312,75.7625,sorghum,cotton,2022-03-08,2022-07-10,2.55,5.59,kharif,3,97.85,25.57,16.56,79.38,3.44,100.8,26.1,16.51,95.52,377.88,3,1265.36,-1.2,0.96,310.89,176.67,235.17,7.57,1.141,2.409,1.0,0,0,0
147,Karnataka,2021-08-12,14.7302,75.8332,sorghum,sorghum,2021-08-12,2021-12-21,3.39,2.68,kharif,8,109.2,33.01,24.91,65.74,3.95,108.26,33.49,25.98,75.42,406.09,3,1295.88,-0.05,0.92,337.11,124.47,193.96,7.39,0.565,2.185,1.0,1,0,0
148,Rajasthan,2022-07-07,26.5518,75.2012,maize,rice,2022-07-07,2022-12-11,4.36,4.32,kharif,7,0.0,31.84,25.39,30.0,4.32,0.0,32.29,25.84,0.0,0.0,4,815.48,-0.21,-0.26,288.4,199.3,215.67,5.99,1.178,2.345,1.0,0,0,0
149,Haryana,2022-11-24,29.1377,76.5172,sorghum,mustard,2022-11-24,2023-03-15,2.4,2.75,rabi,11,157.41,34.58,23.8,73.5,4.1,166.12,35.13,24.84,180.02,241.57,8,1030.46,0.34,-0.01,284.05,85.88,160.67,6.62,0.731,1.769,1.0,4,0,0
150,Gujarat,2021-07-30,22.78,71.9118,soybean,rice,2021-07-30,2021-11-28,3.28,7.0,kharif,7,0.0,33.59,27.65,41.46,2.74,0.0,34.36,27.97,0.0,0.0,2,1691.16,-0.7,0.85,182.85,154.6,192.37,6.91,1.268,1.766,1.0,2,0,0
151,Punjab,2022-08-04,31.166,76.1984,rice,wheat,2022-08-04,2022-11-04,3.33,6.77,rabi,8,105.66,28.1,19.73,55.07,1.82,120.48,26.33,21.13,106.73,210.92,1,807.9,0.14,2.16,171.52,91.36,85.2,7.77,1.13,1.16,1.0,5,0,0
152,Uttar Pradesh,2022-02-20,27.5523,80.2876,rice,rice,2022-02-20,2022-05-27,4.33,4.46,rabi,2,139.08,31.39,19.76,56.32,1.93,159.12,31.17,21.98,68.14,324.68,0,950.83,0.58,-0.3,270.85,157.43,133.08,7.84,0.949,1.871,1.0,2,0,0
153,Tamil Nadu,2022-02-12,11.0763,78.2578,rice,mustard,2022-02-12,2022-06-14,3.7,3.03,rabi,2,114.09,27.4,14.52,81.35,3.95,97.59,25.61,13.93,64.6,299.96,1,774.17,-0.77,-0.39,121.44,87.3,138.1,7.82,1.257,1.156,1.0,0,0,0
154,Rajasthan,2021-05-19,26.7401,75.3791,sorghum,mustard,2021-05-19,2021-08-20,2.77,2.35,rabi,5,21.83,44.37,37.28,30.0,3.96,16.62,44.71,37.6,18.57,61.44,11,1408.43,-0.64,1.5,149.6,111.52,172.41,6.24,0.924,1.445,1.0,3,0,0
155,Maharashtra,2021-09-22,18.9321,75.0696,wheat,sorghum,2021-09-22,2022-03-06,4.17,0.94,kharif,9,101.44,35.11,29.56,84.6,3.34,100.48,34.8,29.06,84.44,283.26,5,1099.88,0.48,-0.98,157.5,116.66,119.84,6.49,0.501,1.313,1.0,0,0,0
156,Haryana,2021-02-01,29.1134,75.8523,soybean,mustard,2021-02-01,2021-05-25,2.26,3.32,kharif,2,94.6,30.89,22.67,54.41,3.42,96.87,31.87,22.8,110.59,219.45,0,1148.82,0.09,-0.46,246.07,150.36,192.05,7.22,1.036,1.962,1.0,1,0,0
157,Punjab,2022-08-04,31.0846,76.1217,wheat,rice,2022-08-04,2022-11-03,3.97,2.81,rabi,8,72.74,29.57,23.1,58.27,3.35,72.72,31.75,20.43,56.14,263.04,2,1286.24,0.79,1.55,287.29,172.04,183.51,5.89,0.396,2.143,1.0,2,0,0
158,Assam,2022-06-30,26.0956,91.6883,maize,rice,2022-06-30,2022-10-08,4.02,2.95,rabi,6,179.71,26.68,23.25,92.58,3.24,111.35,27.61,21.33,87.12,387.8,3,998.54,0.86,0.9,175.77,178.26,150.17,6.98,0.569,1.681,1.0,1,0,0
159,Assam,2022-03-28,26.458,91.8995,wheat,mustard,2022-03-28,2022-09-09,3.23,4.62,kharif,3,28.72,27.46,23.89,79.89,1.95,22.56,27.47,22.69,14.83,82.51,3,753.74,0.25,1.47,325.86,75.9,158.59,7.73,0.463,1.868,1.0,1,0,0
160,Madhya Pradesh,2022-10-18,23.7306,78.5859,maize,mustard,2022-10-18,2023-04-04,4.26,5.33,kharif,10,0.0,32.06,25.94,57.86,3.0,0.0,34.26,25.22,0.0,0.0,3,1209.97,0.03,0.92,228.82,167.13,100.41,7.03,1.354,1.655,1.0,4,0,0
161,Madhya Pradesh,2022-12-26,23.1214,79.8616,mustard,sorghum,2022-12-26,2023-05-23,2.0,2.93,kharif,12,25.89,33.69,27.35,36.63,3.43,33.62,35.24,26.06,24.27,47.01,3,1633.47,0.5,1.4,295.98,67.72,142.78,7.45,1.016,1.688,1.0,1,0,0
162,Maharashtra,2021-04-17,19.5002,75.3626,soybean,rice,2021-04-17,2021-08-21,3.1,2.1,rabi,4,28.28,31.32,24.19,73.95,3.8,32.18,30.9,24.71,28.14,59.42,5,977.46,0.5,-1.09,333.71,198.61,140.86,7.0,1.324,2.244,1.0,0,0,0
163,Punjab,2021-05-05,31.2493,76.1621,wheat,mustard,2021-05-05,2021-10-20,2.75,4.04,kharif,5,68.69,31.65,20.11,37.36,3.04,65.51,31.21,20.11,30.65,111.66,6,1527.79,-0.59,-0.7,346.26,194.59,97.22,6.24,1.376,2.127,1.0,1,0,0
164,Gujarat,2021-03-05,22.343,71.3604,rice,rice,2021-03-05,2021-08-12,4.99,3.42,rabi,3,30.12,31.87,24.84,33.51,4.15,31.29,31.9,24.56,32.85,101.37,4,1045.09,1.16,-1.15,328.03,122.83,227.12,7.68,1.297,2.26,1.0,5,0,0
165,West Bengal,2022-01-16,22.2848,87.9832,wheat,soybean,2022-01-16,2022-05-22,4.95,1.8,rabi,1,150.38,27.88,18.94,83.46,3.91,99.54,27.12,19.62,85.01,293.06,2,1188.61,0.66,-0.3,137.55,121.23,230.98,6.02,1.039,1.633,1.0,3,0,0
166,Bihar,2021-01-15,24.7866,85.1111,rice,mustard,2021-01-15,2021-06-09,4.03,6.47,kharif,1,77.23,30.04,22.33,72.63,2.81,77.99,29.21,23.03,33.91,173.65,1,1288.03,0.13,0.47,131.39,97.82,208.12,7.97,1.103,1.458,1.0,5,0,0
167,Kerala,2021-09-13,10.4423,76.4291,soybean,soybean,2021-09-13,2022-01-27,2.07,4.45,kharif,9,51.13,31.15,28.07,93.38,1.4,38.67,31.84,26.74,49.84,93.68,0,1379.18,0.66,-0.69,169.27,73.02,108.17,6.31,0.889,1.168,1.0,4,0,0
168,Kerala,2022-08-17,11.2823,76.5101,rice,sorghum,2022-08-17,2023-01-23,3.39,6.06,rabi,8,110.7,27.98,19.19,99.0,1.05,78.0,27.13,18.54,89.41,406.49,2,1404.4,0.16,-0.45,219.99,82.43,142.61,6.12,0.467,1.483,1.0,4,0,0
169,Rajasthan,2022-03-05,27.4495,75.953,maize,mustard,2022-03-05,2022-08-15,5.12,5.06,rabi,3,0.0,34.5,26.02,32.54,3.17,0.0,34.17,27.25,0.0,0.0,5,1143.31,-0.13,0.27,257.26,194.26,147.09,7.59,0.82,1.995,1.0,3,0,0
170,Bihar,2021-09-08,25.4557,84.771,rice,maize,2021-09-08,2022-02-20,4.12,1.71,kharif,9,96.45,25.51,17.22,48.03,3.99,106.36,24.03,16.5,71.77,385.67,1,1497.08,0.32,0.55,208.76,178.79,132.54,7.88,1.123,1.734,1.0,3,0,0
171,Bihar,2021-08-20,26.2688,84.6267,wheat,rice,2021-08-20,2021-12-11,3.9,4.17,zaid,8,85.96,31.75,25.88,61.75,1.39,62.09,32.07,25.22,90.53,330.73,6,1307.45,-0.21,-0.1,140.92,104.41,163.75,5.74,0.771,1.364,1.0,2,0,0
172,Gujarat,2021-12-12,22.1343,72.0744,soybean,cotton,2021-12-12,2022-04-22,3.18,1.43,kharif,12,70.72,24.94,17.02,31.67,2.35,59.36,24.25,17.48,78.52,221.57,1,1301.53,0.26,-0.18,199.66,129.22,169.41,7.92,0.98,1.661,1.0,1,0,0
173,West Bengal,2022-06-10,23.185,88.3912,maize,soybean,2022-06-10,2022-10-26,5.58,1.14,zaid,6,107.62,26.93,17.47,84.18,2.51,124.33,27.85,16.87,68.72,334.44,0,1405.65,0.93,-0.35,309.71,174.07,87.59,5.86,0.376,1.905,0.998,0,0,0
174,Uttar Pradesh,2022-09-15,26.2606,80.9986,wheat,wheat,2022-09-15,2023-02-20,3.27,1.69,kharif,9,65.1,28.18,16.58,63.93,4.81,83.5,28.35,15.22,71.91,125.36,5,952.18,0.11,-1.49,134.24,126.32,203.24,5.98,0.458,1.546,1.0,4,1,0
175,Gujarat,2022-08-04,22.5579,71.5854,wheat,wheat,2022-08-04,2023-01-22,4.03,1.77,kharif,8,61.61,31.48,25.23,30.0,1.73,77.91,32.33,24.53,30.98,137.21,5,1490.81,-0.31,0.59,226.48,170.86,105.67,7.61,0.757,1.677,1.0,5,0,0
176,Uttar Pradesh,2022-11-14,25.8871,80.4475,rice,soybean,2022-11-14,2023-03-24,3.24,4.45,kharif,11,36.45,34.99,27.28,63.19,2.86,38.2,36.64,27.49,22.73,78.88,5,1515.92,-0.49,0.08,172.9,87.97,173.83,6.4,0.955,1.449,1.0,1,0,0
177,Madhya Pradesh,2022-09-07,24.1651,77.9686,sorghum,cotton,2022-09-07,2023-01-04,2.2,6.06,kharif,9,78.56,34.44,25.47,70.56,2.2,67.75,35.11,25.14,90.38,298.25,4,1308.14,0.15,0.81,141.44,110.17,171.24,7.36,0.807,1.41,1.0,5,0,0
178,Tamil Nadu,2021-03-30,10.5346,78.6244,wheat,mustard,2021-03-30,2021-09-23,3.44,0.82,rabi,3,0.0,28.57,22.93,85.53,4.34,0.0,26.14,22.86,0.0,0.0,3,877.99,0.32,0.75,134.3,112.3,179.56,5.74,0.413,1.421,0.997,0,0,0
179,Madhya Pradesh,2022-07-06,23.5506,78.7849,sorghum,rice,2022-07-06,2022-11-16,2.65,3.04,kharif,7,0.0,26.38,17.97,55.1,0.99,0.0,25.73,19.42,0.0,0.0,0,1088.5,-0.07,0.31,138.06,177.59,239.66,6.25,0.739,1.851,1.0,2,0,0
180,Karnataka,2021-08-27,15.5296,76.7433,sorghum,maize,2021-08-27,2021-12-27,2.19,3.83,rabi,8,85.89,29.36,19.61,44.43,2.65,87.33,28.91,19.05,87.91,301.72,0,1060.61,-0.24,0.06,269.57,103.28,138.86,6.36,0.921,1.706,1.0,0,0,0
